Profiller,Environment,ET_BGSEP,ET_OBJID,ET_OBJCAT,ET_OBJTRK,ET_EVTRK,Total time
1.038262957,13.926784197999972,2.6903936900000067,5.148202725999995,0.10645750100000001,0.8583907879999974,0.49163230100000005,201.396253854
