Profiller,Environment,ET_BGSEP,ET_OBJID,ET_OBJCAT,ET_OBJTRK,ET_EVTRK,ET_FLTR,Total time
0.405073177,2.4358663500000026,0.445871991,0.8854911760000005,0.02269169899999995,0.13860489599999992,0.07603889699999998,0.029807100000000007,34.571231797
