Profiller,Environment,ET_BGSEP,ET_OBJID,ET_OBJCAT,ET_OBJTRK,ET_EVTRK,ET_FLTR,Total time
0.605442501,8.052903304999996,1.449731900000001,2.9324710959999973,0.07644809999999995,0.4807160000000004,0.25601359999999984,0.035231399999999954,100.949868385
