Profiller,Environment,ET_BGSEP,ET_OBJID,ET_OBJCAT,ET_OBJTRK,ET_EVTRK,ET_FLTR,Total time
0.627070077,4.797560679999989,0.8936576780000007,1.752321250000003,0.045816199,0.2830506949999992,0.15382519300000014,0.05777449999999997,67.976530096
