Profiller,Environment,ET_BGSEP,ET_OBJID,ET_OBJCAT,ET_OBJTRK,ET_EVTRK,Total time
1.351256372,16.273822630999966,3.125386758000007,5.990052667999988,0.12346689799999974,0.9981146769999979,0.5702204950000003,234.94357799
