Profiller,Environment,ET_BGSEP,ET_OBJID,ET_OBJCAT,ET_OBJTRK,ET_EVTRK,ET_FLTR,Total time
0.915605196,13.453459356000007,2.423658359000001,4.919035000999988,0.12891179799999936,0.8134137890000023,0.43360839699999976,0.05930679800000044,167.731462144
