Wall time,Step,Value
1729475595.2467563,3644694,21.0
1729475646.6473448,3652373,21.0
1729475679.6534882,3657386,21.0
1729475750.8033397,3668344,18.0
1729475762.6574147,3670311,20.0
1729475807.9845054,3677351,19.0
1729475864.2368095,3686090,21.0
1729475935.7827876,3696858,21.0
1729475947.9051795,3698628,21.0
1729476076.1556509,3718292,21.0
1729476121.4737515,3725381,20.0
1729476132.4547522,3727027,21.0
1729476176.0481503,3733848,20.0
1729476200.1997566,3737677,20.0
1729476268.111398,3748186,20.0
1729476301.922475,3754013,19.0
1729476343.3811169,3760912,20.0
1729476352.945683,3762605,20.0
1729476372.5184321,3766098,21.0
1729476384.0048192,3767784,21.0
1729476406.1228986,3771586,19.0
1729476526.2458081,3791642,21.0
1729476546.5796788,3794935,21.0
1729476631.3258023,3808887,21.0
1729476642.81884,3810723,20.0
1729476674.529549,3815799,20.0
1729477074.397468,3877512,20.0
1729477182.3075297,3894624,21.0
1729477303.2842803,3914035,18.0
1729477389.4987876,3927937,19.0
1729477526.6391997,3949632,19.0
1729477558.5884576,3954645,21.0
1729477656.007916,3970256,18.0
1729477766.0858164,3988386,15.0
1729477856.728097,4002605,21.0
1729477886.6554694,4007672,21.0
1729477919.5959914,4012931,20.0
1729477982.4227319,4023006,19.0
1729478032.279696,4031261,21.0
1729478042.2386093,4032903,21.0
1729478082.8136833,4039754,19.0
1729478092.6703155,4041487,19.0
1729478161.5754488,4053328,20.0
1729478263.498501,4068694,21.0
1729478295.7971117,4073980,20.0
1729478510.3291402,4108467,21.0
1729478620.307943,4126021,21.0
1729478814.4989889,4157031,21.0
1729478892.0301547,4169563,20.0
1729478968.6798074,4181801,20.0
1729479056.4374382,4195820,21.0
1729479082.4014149,4199945,19.0
1729479127.6420774,4207197,21.0
1729479192.5815353,4217548,21.0
1729479234.0831888,4224310,21.0
1729479357.7718875,4244077,21.0
1729479389.368425,4249080,19.0
1729479442.0464845,4257408,21.0
1729479581.6254084,4280007,20.0
1729479850.8335497,4322847,20.0
1729480053.951915,4355397,19.0
1729480105.6423767,4364104,20.0
1729480115.8536518,4365756,21.0
1729480227.364694,4383188,21.0
1729480258.1336,4388228,19.0
1729480317.3234353,4397341,20.0
1729480398.5416026,4410849,21.0
1729480508.1374915,4428383,21.0
1729480621.910538,4446308,20.0
1729480702.563139,4459143,19.0
1729480852.9587896,4483384,19.0
1729481022.04194,4510586,21.0
1729481072.7369733,4518612,20.0
1729481085.444199,4520530,18.0
1729481119.3971205,4525885,21.0
1729481129.6088188,4527539,21.0
1729481455.524446,4579871,21.0
1729481488.6692157,4585012,21.0
1729481531.402426,4591906,21.0
1729481542.949211,4593786,19.0
1729481596.0873685,4602319,21.0
1729481608.3208082,4604308,21.0
1729481749.325364,4627113,20.0
1729481837.278812,4641233,19.0
1729481862.380728,4645317,17.0
1729481871.7862105,4646958,21.0
1729482091.4983835,4682698,21.0
1729482177.618957,4696504,20.0
1729482230.0342135,4705108,21.0
1729482252.0192845,4708577,20.0
1729482283.6481643,4713639,21.0
1729482307.0747244,4717385,18.0
1729482317.814556,4719244,20.0
1729482431.6821249,4737975,21.0
1729482444.7655742,4739821,18.0
1729482454.7939343,4741510,20.0
1729482474.7782543,4744833,21.0
1729482495.8665576,4748235,21.0
1729482552.5598702,4757183,19.0
1729482573.3868465,4760668,19.0
1729482656.027902,4774071,20.0
1729482937.1595984,4820647,18.0
1729482947.871975,4822297,21.0
1729483087.8451278,4841328,21.0
1729483102.1897173,4843103,21.0
1729483186.8553808,4854771,21.0
1729483226.5683885,4860056,21.0
1729483239.9421964,4861823,21.0
1729483277.5051274,4867039,19.0
1729483371.3198524,4879808,21.0
1729483460.4147942,4891714,21.0
1729483623.5385568,4914118,21.0
1729483725.3112223,4928131,21.0
1729483739.180661,4930007,19.0
1729483828.7475564,4942229,21.0
1729483864.2201922,4947456,21.0
1729483875.5384455,4949213,20.0
1729483890.5831995,4950975,20.0
1729483929.27649,4956174,20.0
1729484174.3011382,4988927,21.0
1729484277.7346761,5003209,19.0
1729484290.7296686,5005014,20.0
1729484328.6000447,5010005,20.0
1729484420.1497605,5021948,21.0
1729484457.3925366,5027126,20.0
1729484482.7358277,5030672,20.0
1729484519.423177,5035633,20.0
1729484572.4602103,5042448,21.0
1729484684.3228056,5058010,20.0
1729484759.9442008,5068287,20.0
1729484823.197692,5076707,20.0
1729484869.8921094,5083470,21.0
1729484897.235465,5086863,20.0
1729485017.9687726,5103780,21.0
1729485030.4925685,5105574,20.0
1729485082.878361,5112405,20.0
1729485143.8487935,5120823,21.0
1729485156.1323638,5122533,21.0
1729485170.1572053,5124437,19.0
1729485208.8249557,5129697,21.0
1729485321.9172387,5145396,19.0
1729485334.1861734,5147043,21.0
1729485345.9758022,5148734,21.0
1729485408.4447284,5157260,21.0
1729485470.7907114,5165754,21.0
1729485507.0236022,5170825,21.0
1729485549.7209368,5176298,19.0
1729485575.5417333,5179879,21.0
1729485601.6114302,5183272,21.0
1729485642.8812108,5188540,20.0
1729485733.9125917,5200763,20.0
1729485878.9230225,5220909,20.0
1729485902.8626215,5224291,21.0
1729486078.810464,5247563,20.0
1729486088.9821734,5249196,21.0
1729486219.736494,5267615,21.0
1729486345.3808055,5284849,21.0
1729486397.4573026,5291929,21.0
1729486476.20638,5302620,19.0
1729486566.9872336,5314802,20.0
1729486579.4118035,5316469,20.0
1729486642.9045002,5325203,21.0
1729486690.101552,5331964,21.0
1729486701.0366912,5333614,21.0
1729486933.2424707,5365522,20.0
1729486944.6111357,5367287,20.0
1729487055.7015834,5382750,20.0
1729487080.138494,5386129,21.0
1729487102.4680095,5389430,21.0
1729487191.6425347,5402688,21.0
1729487277.9451735,5416362,20.0
1729487323.2305448,5422996,21.0
1729487355.9003298,5428330,19.0
1729487376.212117,5431627,21.0
1729487387.1843524,5433452,19.0
1729487420.9403555,5438773,20.0
1729487482.9369256,5448888,21.0
1729487525.6863828,5455900,20.0
1729487537.9066253,5457748,19.0
1729487688.183216,5481954,19.0
1729487718.4485986,5487010,19.0
1729487750.9485338,5492165,21.0
1729487823.478151,5503891,21.0
1729487851.635318,5509169,21.0
1729487874.384442,5512875,20.0
1729487943.195207,5523489,21.0
1729487997.1868415,5532264,19.0
1729488064.6973321,5542925,21.0
1729488084.6952865,5546226,21.0
1729488160.2574856,5558005,21.0
1729488192.1249583,5563239,19.0
1729488230.2577772,5569112,19.0
1729488261.4233193,5574226,21.0
1729488348.5256798,5587704,21.0
1729488444.3128853,5602723,21.0
1729488554.239633,5619918,21.0
1729488606.274639,5628183,21.0
1729488752.6291606,5650588,21.0
1729488773.1065927,5653911,21.0
1729488955.544063,5682459,21.0
1729488987.0931919,5687457,21.0
1729489043.5541074,5695980,21.0
1729489138.415405,5711035,20.0
1729489148.8610709,5712665,21.0
1729489214.9171247,5722912,21.0
1729489281.3317676,5733641,21.0
1729489363.310541,5746453,20.0
1729489375.5203934,5748098,21.0
1729489386.3831103,5749840,20.0
1729489407.1993253,5753155,21.0
1729489449.172448,5759957,20.0
1729489493.1895967,5767093,19.0
1729489536.4675126,5773913,20.0
1729489547.9031725,5775676,19.0
1729489557.5996218,5777320,21.0
1729489613.2492125,5785933,20.0
1729489634.6738365,5789541,19.0
1729489742.3397515,5806474,21.0
1729489818.6348586,5818730,21.0
1729490123.7895691,5866737,21.0
1729490179.3157716,5875555,21.0
1729490272.640033,5890641,20.0
1729490304.051496,5895672,20.0
1729490325.148812,5899364,19.0
1729490401.9150531,5911473,21.0
1729490444.7854652,5918324,21.0
1729490455.018958,5919970,21.0
1729490542.5060225,5933989,20.0
1729490584.3985786,5940618,21.0
1729490594.92848,5942296,20.0
1729490629.1115701,5947749,20.0
1729490649.8109844,5951122,21.0
1729490726.699429,5963558,21.0
1729490816.4071074,5977598,20.0
1729490858.462686,5984260,21.0
1729490882.4933958,5987964,19.0
1729491115.9539301,6025019,21.0
1729491147.0732374,6029965,21.0
1729491276.2692063,6050612,21.0
1729491427.174237,6074868,20.0
1729491467.9727902,6081701,21.0
1729491557.2821214,6095765,21.0
1729491922.424122,6153889,21.0
1729491978.0159938,6162838,20.0
1729492095.6181633,6181370,21.0
1729492189.2590027,6196666,21.0
1729492240.6663215,6205004,21.0
1729492265.5220697,6208864,19.0
1729492288.8295712,6212516,20.0
1729492323.1324496,6217839,20.0
1729492345.5872374,6221286,20.0
1729492401.8090138,6230416,19.0
1729492411.916975,6232146,21.0
1729492495.3745196,6245381,21.0
1729492505.9091606,6247182,19.0
1729492538.5359733,6252196,21.0
1729492609.384839,6263660,21.0
1729492650.9418569,6270269,21.0
1729492662.9812677,6272018,21.0
1729492749.6998425,6286974,19.0
1729492790.1094334,6294004,21.0
1729492831.3455992,6301054,20.0
1729492941.4747095,6314950,20.0
1729493003.4334064,6323514,21.0
1729493196.6582477,6349003,20.0
1729493212.2985272,6350853,16.0
1729493264.8121903,6357882,20.0
1729493287.9887416,6361334,21.0
1729493372.8236647,6373001,20.0
1729493422.5111868,6379573,21.0
1729493535.3941288,6395128,20.0
1729493546.895626,6396777,21.0
1729493558.4305103,6398427,21.0
1729493573.0407686,6400103,21.0
1729493584.1552484,6401738,21.0
1729493664.1953256,6412332,17.0
1729493686.1139648,6415610,21.0
1729493723.212183,6421162,21.0
1729493762.6529007,6426292,20.0
1729493773.7641861,6427940,21.0
1729493810.7988043,6432924,21.0
1729493940.7531662,6451156,21.0
1729494013.6821074,6461157,21.0
1729494087.7470722,6471338,21.0
1729494196.4234688,6486664,21.0
1729494209.663955,6488346,20.0
1729494270.3124533,6496820,20.0
1729494308.0156298,6501999,18.0
1729494381.7712636,6511914,21.0
1729494431.7355301,6518859,21.0
1729494480.669412,6525577,21.0
1729494578.5720937,6539179,21.0
1729494613.743584,6544210,21.0
1729494689.1772704,6554529,21.0
1729494702.4362793,6556283,20.0
1729494801.2964082,6569755,21.0
1729494836.933052,6574660,21.0
1729494848.6680353,6576510,20.0
